Name,G,GS,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,Name-additional
,,,,,,,,,,,,,,-9999
Gregory Santos,2,0,2,0,0,0,0,0,0,0,0,0,0,santogr01
Tayler Saucedo,4,0,4,0,0,0,0,0,0,0,0,0,0,sauceta01
Hirokazu Sawamura,49,0,49,0,0,0,0,0,0,0,0,0,0,sawamhi01
Josh Sborz,19,1,19,0,0,0,0,0,0,0,0,0,0,sborzjo01
Max Scherzer,23,23,23,0,0,0,0,0,0,0,0,0,0,scherma01
Clarke Schmidt,29,3,29,0,0,0,0,0,0,0,0,0,0,schmicl01
Jonathan Schoop,131,129,0,0,2,129,0,0,0,0,0,0,1,schoojo01
John Schreiber,64,0,64,0,0,0,0,0,0,0,0,0,0,schrejo01
Max Schrock,13,4,1,0,0,2,0,0,2,0,3,5,1,schroma01
Kyle Schwarber,155,153,0,0,0,0,0,0,139,0,0,139,15,schwaky01
Frank Schwindel,75,69,3,0,48,0,0,0,0,0,0,0,26,schwifr01
Tanner Scott,67,0,67,0,0,0,0,0,0,0,0,0,0,scottta01
Tayler Scott,8,0,8,0,0,0,0,0,0,0,0,0,0,scottta02
Connor Seabold,5,5,5,0,0,0,0,0,0,0,0,0,0,seaboco01
Corey Seager,151,151,0,0,0,0,0,144,0,0,0,0,7,seageco01
JP Sears,17,11,17,0,0,0,0,0,0,0,0,0,0,searsjp01
Cody Sedlock,1,0,1,0,0,0,0,0,0,0,0,0,0,sedloco01
Jean Segura,98,96,0,0,0,97,0,1,0,0,0,0,0,segurje01
Sam Selman,16,0,16,0,0,0,0,0,0,0,0,0,0,selmasa01
Marcus Semien,161,161,0,0,0,148,0,17,0,0,0,0,0,semiema01
Antonio Senzatela,19,19,19,0,0,0,0,0,0,0,0,0,0,senzaan01
Nick Senzel,110,104,0,0,0,1,2,0,0,101,0,101,5,senzeni01
Brian Serven,62,55,1,59,1,0,0,0,0,0,0,0,1,servebr01
Anderson Severino,6,0,6,0,0,0,0,0,0,0,0,0,0,severan01
Luis Severino,19,19,19,0,0,0,0,0,0,0,0,0,0,severlu01
Pedro Severino,8,5,0,4,2,0,0,0,0,0,0,0,2,severpe01
Paul Sewald,65,0,65,0,0,0,0,0,0,0,0,0,0,sewalpa01
Bryan Shaw,60,2,60,0,0,0,0,0,0,0,0,0,0,shawbr01
Travis Shaw,7,5,0,0,3,0,0,0,0,0,0,0,3,shawtr01
Gavin Sheets,124,104,0,0,13,0,0,0,3,0,85,88,15,sheetga01
Jordan Sheffield,2,0,2,0,0,0,0,0,0,0,0,0,0,sheffjo01
Justus Sheffield,6,1,6,0,0,0,0,0,0,0,0,0,0,sheffju01
Zack Short,6,3,0,0,0,2,0,4,0,0,0,0,1,shortza01
Chasen Shreve,25,0,25,0,0,0,0,0,0,0,0,0,0,shrevch01
Michael Siani,9,7,0,0,0,0,0,0,0,9,0,9,0,sianimi01
Magneuris Sierra,45,22,0,0,0,0,0,0,17,28,2,43,0,sierrma01
Chase Silseth,7,7,7,0,0,0,0,0,0,0,0,0,0,silsech01
Andrelton Simmons,35,22,1,0,0,18,0,18,0,0,0,0,2,simmoan01
Lucas Sims,6,0,6,0,0,0,0,0,0,0,0,0,0,simslu01
Brady Singer,27,24,27,0,0,0,0,0,0,0,0,0,0,singebr01
Jose Siri,104,88,0,0,0,0,0,0,2,95,3,100,2,sirijo01
Tarik Skubal,21,21,21,0,0,0,0,0,0,0,0,0,0,skubata01
Austin Slater,125,61,0,0,0,0,0,0,16,106,14,120,2,slateau01
Ethan Small,2,2,2,0,0,0,0,0,0,0,0,0,0,smallet01
Devin Smeltzer,15,12,15,0,0,0,0,0,0,0,0,0,0,smeltde01
Caleb Smith,44,1,44,0,0,0,0,0,0,0,0,0,0,smithca03
Chad Smith,15,0,15,0,0,0,0,0,0,0,0,0,0,smithch12
Dominic Smith,58,34,0,0,37,0,0,0,0,0,0,0,16,smithdo02
Drew Smith,44,0,44,0,0,0,0,0,0,0,0,0,0,smithdr01
Joe Smith,34,0,34,0,0,0,0,0,0,0,0,0,0,smithjo05
Josh H. Smith,73,60,0,0,0,2,36,6,24,0,0,24,6,smithjo11
Kevin Smith,47,41,0,0,0,0,39,10,0,0,0,0,0,smithke05
Pavin Smith,75,66,0,0,10,0,0,0,0,0,43,43,22,smithpa04
Will Smith,65,0,65,0,0,0,0,0,0,0,0,0,0,smithwi04
Will Smith,137,130,0,109,0,0,0,0,0,0,0,0,25,smithwi05
Canaan Smith-Njigba,3,2,0,0,0,0,0,0,2,0,0,2,0,smithca05
Drew Smyly,22,22,22,0,0,0,0,0,0,0,0,0,0,smylydr01
Kirby Snead,46,0,46,0,0,0,0,0,0,0,0,0,0,sneadki01
Blake Snell,25,25,25,0,0,0,0,0,0,0,0,0,0,snellbl01
Collin Snider,42,0,42,0,0,0,0,0,0,0,0,0,0,snideco01
Nicklaus Snyder,2,0,2,0,0,0,0,0,0,0,0,0,0,snydeni01
Nick Solak,35,25,0,0,0,1,0,0,22,0,0,22,11,solakni01
Donovan Solano,80,70,0,0,26,7,16,0,0,0,0,0,26,solando01
Jorge Soler,72,70,0,0,0,0,0,0,57,0,0,57,14,solerjo01
Jared Solomon,9,0,9,0,0,0,0,0,0,0,0,0,0,solomja01
Edmundo Sosa,78,45,0,0,0,1,22,42,2,0,0,2,4,sosaed01
Lenyn Sosa,11,9,0,0,0,6,0,5,0,0,0,0,1,sosale01
Gregory Soto,64,0,64,0,0,0,0,0,0,0,0,0,0,sotogr01
Juan Soto,153,152,0,0,0,0,0,0,0,0,151,151,1,sotoju01
Livan Soto,18,15,0,0,0,0,1,18,0,0,0,0,0,sotoli01
Bennett Sousa,25,0,25,0,0,0,0,0,0,0,0,0,0,sousabe01
Steven Souza Jr.,6,6,0,0,0,0,0,0,0,0,5,5,1,souzast01
Cory Spangenberg,1,0,0,0,0,0,1,0,0,0,0,0,0,spangco01
Gabe Speier,17,1,17,0,0,0,0,0,0,0,0,0,0,speiega01
George Springer,133,126,0,0,0,0,0,0,0,86,26,89,40,springe01
Jeffrey Springs,33,25,33,0,0,0,0,0,0,0,0,0,0,sprinje01
Locke St. John,1,0,1,0,0,0,0,0,0,0,0,0,0,stjohlo01
Jacob Stallings,114,104,0,110,0,0,0,0,0,0,0,0,1,stallja01
Craig Stammen,33,1,33,0,0,0,0,0,0,0,0,0,0,stammcr01
Ryne Stanek,59,0,59,0,0,0,0,0,0,0,0,0,0,stanery01
Giancarlo Stanton,110,103,0,0,0,0,0,0,4,0,34,38,65,stantmi03
Cody Stashak,11,0,11,0,0,0,0,0,0,0,0,0,0,stashco01
Max Stassi,102,93,0,97,0,0,0,0,0,0,0,0,1,stassma01
Josh Staumont,42,0,42,0,0,0,0,0,0,0,0,0,0,staumjo01
Drew Steckenrider,16,0,16,0,0,0,0,0,0,0,0,0,0,steckdr01
Justin Steele,24,24,24,0,0,0,0,0,0,0,0,0,0,steelju01
Spencer Steer,28,27,0,0,9,5,14,0,0,0,0,0,2,steersp01
Michael Stefanic,25,19,0,0,0,22,0,0,0,0,0,0,0,stefami01
Trevor Stephan,66,0,66,0,0,0,0,0,0,0,0,0,0,stephtr01
Jackson Stephens,39,1,39,0,0,0,0,0,0,0,0,0,0,stephja01
Robert Stephenson,58,0,58,0,0,0,0,0,0,0,0,0,0,stephro01
Tyler Stephenson,50,46,0,45,1,0,0,0,0,0,0,0,3,stephty01
Cal Stevenson,23,19,0,0,0,0,0,0,1,22,2,22,0,steveca01
DJ Stewart,3,0,0,0,0,0,0,0,0,0,0,0,0,stewadj01
Trevor Story,94,92,0,0,0,94,0,0,0,0,0,0,0,storytr01
Bryson Stott,127,118,0,0,0,47,2,83,0,0,0,0,0,stottbr01
Eric Stout,20,0,20,0,0,0,0,0,0,0,0,0,0,stouter01
Kyle Stowers,34,24,0,0,0,0,0,0,13,0,12,25,6,stoweky01
Matt Strahm,50,0,50,0,0,0,0,0,0,0,0,0,0,strahma01
Dee Strange-Gordon,23,15,1,0,0,0,0,13,3,4,0,7,1,gordode01
Stephen Strasburg,1,1,1,0,0,0,0,0,0,0,0,0,0,strasst01
Chris Stratton,60,1,60,0,0,0,0,0,0,0,0,0,0,stratch01
Myles Straw,152,144,0,0,0,0,0,0,0,152,0,152,0,strawmy01
Hunter Strickland,66,0,66,0,0,0,0,0,0,0,0,0,0,strichu01
Spencer Strider,31,20,31,0,0,0,0,0,0,0,0,0,0,stridsp01
Ross Stripling,32,24,32,0,0,0,0,0,0,0,0,0,0,stripro01
Marcus Stroman,25,25,25,0,0,0,0,0,0,0,0,0,0,stromma01
Peter Strzelecki,30,0,30,0,0,0,0,0,0,0,0,0,0,strzepe01
Garrett Stubbs,50,32,4,41,0,0,0,0,1,0,0,1,4,stubbga01
Eugenio Suárez,150,147,0,0,0,0,130,0,0,0,0,0,19,suareeu01
José Suarez,22,20,22,0,0,0,0,0,0,0,0,0,0,suarejo01
Ranger Suárez,29,29,29,0,0,0,0,0,0,0,0,0,0,suarera01
Robert Suarez,45,0,45,0,0,0,0,0,0,0,0,0,0,suarero01
Beau Sulser,10,0,10,0,0,0,0,0,0,0,0,0,0,sulsebe01
Cole Sulser,39,0,39,0,0,0,0,0,0,0,0,0,0,sulseco01
Brent Suter,54,0,54,0,0,0,0,0,0,0,0,0,0,suterbr01
Jack Suwinski,106,91,0,0,0,0,0,0,56,19,38,103,1,suwinja01
Kurt Suzuki,51,42,0,44,1,0,0,0,0,0,0,0,2,suzukku01
Seiya Suzuki,111,105,0,0,0,0,0,0,0,0,106,106,1,suzukse01
Travis Swaggerty,5,3,0,0,0,0,0,0,3,1,0,4,1,swaggtr01
Dansby Swanson,162,162,0,0,0,0,0,162,0,0,0,0,0,swansda01
Erik Swanson,57,1,57,0,0,0,0,0,0,0,0,0,0,swanser01
Matt Swarmer,11,5,11,0,0,0,0,0,0,0,0,0,0,swarmma01
Noah Syndergaard,25,24,25,0,0,0,0,0,0,0,0,0,0,syndeno01
Thomas Szapucki,11,1,11,0,0,0,0,0,0,0,0,0,0,szaputh01
Jameson Taillon,32,32,32,0,0,0,0,0,0,0,0,0,0,taillja01
Domingo Tapia,11,0,11,0,0,0,0,0,0,0,0,0,0,tapiado01
Raimel Tapia,128,107,0,0,0,0,0,0,64,38,32,124,2,tapiara01
Freddy Tarnok,1,0,1,0,0,0,0,0,0,0,0,0,0,tarnofr01
Dillon Tate,67,0,67,0,0,0,0,0,0,0,0,0,0,tatedi01
Leody Taveras,99,87,0,0,0,0,0,0,0,93,0,93,3,taverle01
Blake Taylor,19,0,19,0,0,0,0,0,0,0,0,0,0,taylobl01
Chris Taylor,118,110,0,0,0,22,3,1,80,10,10,95,5,tayloch03
Michael A. Taylor,124,115,1,0,0,0,0,0,0,123,0,123,1,taylomi02
Tyrone Taylor,120,103,0,0,0,0,0,0,20,84,23,117,1,tayloty01
Rowdy Tellez,153,135,0,0,139,0,0,0,0,0,0,0,9,tellero01
Ryan Tepera,59,0,59,0,0,0,0,0,0,0,0,0,0,teperry01
Jackson Tetreault,4,4,4,0,0,0,0,0,0,0,0,0,0,tetreja01
Matt Thaiss,29,19,0,14,11,0,3,0,0,0,0,0,0,thaisma01
Caleb Thielbar,67,0,67,0,0,0,0,0,0,0,0,0,0,thielca01
Alek Thomas,113,102,0,0,0,0,0,0,0,112,0,112,0,thomaal01
Cody Thomas,10,9,0,0,0,0,0,0,10,0,0,10,0,thomaco01
Dillon Thomas,8,3,0,0,0,0,0,0,5,0,5,7,0,thomadi01
Lane Thomas,146,125,0,0,0,0,0,0,73,56,43,142,2,thomala02
Bubba Thompson,55,51,0,0,0,0,0,0,35,9,10,52,1,thompbu01
Keegan Thompson,29,17,29,0,0,0,0,0,0,0,0,0,0,thompke02
Mason Thompson,24,0,24,0,0,0,0,0,0,0,0,0,0,thompma02
Ryan Thompson,47,0,47,0,0,0,0,0,0,0,0,0,0,thompry02
Trayce Thompson,80,58,0,0,0,0,0,0,36,18,29,78,4,thomptr01
Zach Thompson,29,22,29,0,0,0,0,0,0,0,0,0,0,thompza01
Zack Thompson,22,1,22,0,0,0,0,0,0,0,0,0,0,thompza02
Tyler Thornburg,14,0,14,0,0,0,0,0,0,0,0,0,0,thornty01
Trent Thornton,32,0,32,0,0,0,0,0,0,0,0,0,0,thorntr01
Jesus Tinoco,17,2,17,0,0,0,0,0,0,0,0,0,0,tinocje01
Michael Toglia,31,30,0,0,15,0,0,0,0,0,17,17,0,toglimi01
Ka'ai Tom,1,0,0,0,0,0,0,0,0,0,1,1,0,tomka01
Justin Topa,7,0,7,0,0,0,0,0,0,0,0,0,0,topaju01
Spencer Torkelson,110,105,0,0,109,0,0,0,0,0,0,0,0,torkesp01
Abraham Toro,109,82,0,0,1,55,31,0,0,0,1,1,22,toroab01
Luis Torrens,57,44,2,42,0,2,0,0,0,0,0,0,9,torrelu01
Gleyber Torres,140,131,0,0,0,124,0,6,0,0,0,0,9,torregl01
Touki Toussaint,8,2,8,0,0,0,0,0,0,0,0,0,0,toussto01
Ezequiel Tovar,9,9,0,0,0,0,0,9,0,0,0,0,0,tovarez01
Taylor Trammell,43,35,0,0,0,0,0,0,3,7,34,41,2,trammta01
Blake Treinen,5,0,5,0,0,0,0,0,0,0,0,0,0,treinbl01
Alan Trejo,35,31,0,0,0,13,2,20,0,0,0,0,0,trejoal01
Jose Trevino,115,90,0,112,0,0,0,0,0,0,0,0,1,trevijo01
Lou Trivino,64,0,64,0,0,0,0,0,0,0,0,0,0,trivilo01
Chadwick Tromp,1,1,0,1,0,0,0,0,0,0,0,0,0,trompch01
Mike Trout,119,117,0,0,0,0,0,0,0,111,0,111,7,troutmi01
Yoshi Tsutsugo,50,49,0,0,35,0,0,0,0,0,0,0,15,tsutsyo01
Cole Tucker,18,16,0,0,0,6,0,3,0,0,12,12,0,tuckeco01
Kyle Tucker,150,148,0,0,0,0,0,0,0,0,147,147,3,tuckeky01
Tanner Tully,3,0,3,0,0,0,0,0,0,0,0,0,0,tullyta01
Justin Turner,128,127,0,0,0,0,66,0,0,0,0,0,62,turneju01
Trea Turner,160,160,0,0,0,0,0,160,0,0,0,0,0,turnetr01
Kyle Tyler,2,0,2,0,0,0,0,0,0,0,0,0,0,tylerky01
Edwin Uceta,10,0,10,0,0,0,0,0,0,0,0,0,0,ucetaed01
Erich Uelmen,25,0,25,0,0,0,0,0,0,0,0,0,0,uelmeer01
Duane Underwood Jr.,51,1,51,0,0,0,0,0,0,0,0,0,0,underdu01
Justin Upton,17,15,0,0,0,0,0,0,2,0,4,6,11,uptonju01
José Ureña,21,17,21,0,0,0,0,0,0,0,0,0,0,urenajo01
Julio Urías,31,31,31,0,0,0,0,0,0,0,0,0,0,uriasju01
Luis Urías,119,109,0,0,0,46,73,24,0,0,0,0,0,uriaslu01
Ramón Urías,118,109,0,0,0,21,98,8,0,0,0,0,2,uriasra01
José Urquidy,29,28,29,0,0,0,0,0,0,0,0,0,0,urquijo01
Gio Urshela,144,135,0,0,0,0,136,2,0,0,0,0,4,urshegi01
César Valdez,1,0,1,0,0,0,0,0,0,0,0,0,0,valdece01
Framber Valdez,31,31,31,0,0,0,0,0,0,0,0,0,0,valdefr01
Phillips Valdez,13,0,13,0,0,0,0,0,0,0,0,0,0,valdeph01
Josh VanMeter,67,51,3,1,21,39,2,0,0,0,1,1,2,vanmejo01
Ildemaro Vargas,63,57,1,0,0,4,43,15,0,0,0,0,0,vargail01
Miguel Vargas,18,11,0,0,8,0,1,0,7,0,0,7,5,vargami01
Louie Varland,5,5,5,0,0,0,0,0,0,0,0,0,0,varlalo01
Daulton Varsho,151,136,0,31,0,0,0,0,0,54,71,114,15,varshda01
Andrew Vasquez,10,0,10,0,0,0,0,0,0,0,0,0,0,vasquan02
Andrew Vaughn,134,130,0,0,23,2,0,0,44,0,45,84,29,vaughan01
Terrin Vavra,40,27,0,0,0,15,0,0,11,0,1,12,8,vavrate01
Christian Vázquez,119,102,0,108,9,1,0,0,0,0,0,0,1,vazquch01
Vince Velasquez,27,9,27,0,0,0,0,0,0,0,0,0,0,velasvi01
Andrew Velazquez,125,100,0,0,0,0,0,124,0,0,0,0,0,velazan01
Nelson Velázquez,77,47,0,0,0,0,0,0,14,32,23,67,6,velazne01
Alex Verdugo,152,150,0,0,0,0,0,0,102,0,52,150,2,verdual01
Drew VerHagen,19,0,19,0,0,0,0,0,0,0,0,0,0,verhadr01
Justin Verlander,28,28,28,0,0,0,0,0,0,0,0,0,0,verlaju01
Alex Vesia,63,0,63,0,0,0,0,0,0,0,0,0,0,vesiaal01
Nick Vespi,25,0,25,0,0,0,0,0,0,0,0,0,0,vespini01
Will Vest,59,1,59,0,0,0,0,0,0,0,0,0,0,vestwi01
Cam Vieaux,8,0,8,0,0,0,0,0,0,0,0,0,0,vieauca01
Mark Vientos,16,7,0,0,0,0,2,0,0,0,0,0,12,vientma01
Matt Vierling,117,90,0,0,2,4,5,0,30,61,37,106,1,vierlma01
David Villar,52,47,0,0,11,6,27,0,0,0,0,0,10,villada01
Jonathan Villar,59,52,0,0,0,29,28,2,0,0,0,0,1,villajo01
Meibrys Viloria,26,19,0,20,0,0,0,0,0,0,0,0,4,vilorme01
Arodys Vizcaíno,7,0,7,0,0,0,0,0,0,0,0,0,0,vizcaar01
Daniel Vogelbach,130,111,0,0,5,0,0,0,0,0,0,0,117,vogelda01
Stephen Vogt,70,45,0,19,17,0,0,0,0,0,0,0,29,vogtst01
Luke Voit,135,132,0,0,37,0,0,0,0,0,0,0,96,voitlu01
Jason Vosler,36,29,0,0,2,1,29,1,3,0,1,4,0,vosleja01
Austin Voth,41,17,41,0,0,0,0,0,0,0,0,0,0,vothau01
Joey Votto,91,90,0,0,76,0,0,0,0,0,0,0,14,vottojo01
Michael Wacha,23,23,23,0,0,0,0,0,0,0,0,0,0,wachami01
LaMonte Wade Jr.,77,62,0,0,22,0,0,0,19,1,33,45,12,wadela01
Tyler Wade,67,48,0,0,0,31,12,19,7,2,5,14,1,wadety01
Adam Wainwright,32,32,32,0,0,0,0,0,0,0,0,0,0,wainwad01
Cole Waites,7,0,7,0,0,0,0,0,0,0,0,0,0,waiteco01
Ken Waldichuk,7,7,7,0,0,0,0,0,0,0,0,0,0,waldike01
Christian Walker,160,157,0,0,150,0,0,0,0,0,0,0,11,walkech02
Steele Walker,5,4,0,0,0,0,0,0,4,0,1,5,0,walkest01
Taijuan Walker,29,29,29,0,0,0,0,0,0,0,0,0,0,walketa01
Chad Wallach,12,10,0,12,0,0,0,0,0,0,0,0,0,wallach01
Matt Wallner,18,17,0,0,0,0,0,0,0,0,16,16,1,wallnma01
Taylor Walls,142,122,0,0,0,35,25,92,0,0,0,0,2,wallsta01
Jake Walsh,3,0,3,0,0,0,0,0,0,0,0,0,0,walshja02
Jared Walsh,118,106,0,0,118,0,0,0,2,0,0,2,0,walshja01
Nash Walters,1,0,1,0,0,0,0,0,0,0,0,0,0,waltena01
Donovan Walton,25,20,1,0,0,14,1,12,0,0,0,0,0,waltodo01
Andrew Wantz,42,1,42,0,0,0,0,0,0,0,0,0,0,wantzan01
Taylor Ward,135,130,0,0,0,0,2,0,2,7,125,132,2,wardta01
Art Warren,39,0,39,0,0,0,0,0,0,0,0,0,0,warrear01
Austin Warren,14,0,14,0,0,0,0,0,0,0,0,0,0,warreau01
Drew Waters,32,28,0,0,0,0,0,0,4,12,17,31,1,waterdr01
Spenser Watkins,23,20,23,0,0,0,0,0,0,0,0,0,0,watkisp01
Ryan Weathers,1,1,1,0,0,0,0,0,0,0,0,0,0,weathry01
Luke Weaver,27,1,26,0,0,0,0,0,0,0,0,0,1,weavelu01
Logan Webb,32,32,32,0,0,0,0,0,0,0,0,0,0,webblo01
Ryan Weber,5,0,5,0,0,0,0,0,0,0,0,0,0,weberry01
Jordan Weems,32,0,32,0,0,0,0,0,0,0,0,0,0,weemsjo01
Zack Weiss,12,0,12,0,0,0,0,0,0,0,0,0,0,weissza01
Greg Weissert,12,0,12,0,0,0,0,0,0,0,0,0,0,weissgr01
Alex Wells,2,0,2,0,0,0,0,0,0,0,0,0,0,wellsal01
Tyler Wells,23,23,23,0,0,0,0,0,0,0,0,0,0,wellsty01
J.B. Wendelken,29,0,29,0,0,0,0,0,0,0,0,0,0,wendejb01
Joey Wendle,101,85,0,0,0,33,43,34,0,0,0,0,1,wendljo01
Joey Wentz,7,7,7,0,0,0,0,0,0,0,0,0,0,wentzjo01
Hayden Wesneski,6,4,6,0,0,0,0,0,0,0,0,0,0,wesneha01
Zack Wheeler,26,26,26,0,0,0,0,0,0,0,0,0,0,wheelza01
Eli White,47,35,0,0,0,0,0,0,21,22,1,42,1,whiteel04
Mitch White,25,18,25,0,0,0,0,0,0,0,0,0,0,whitemi03
Aaron Whitefield,5,2,0,0,0,0,0,0,1,2,3,5,0,whiteaa01
Kodi Whitley,14,0,14,0,0,0,0,0,0,0,0,0,0,whitlko01
Garrett Whitlock,31,9,31,0,0,0,0,0,0,0,0,0,0,whitlga01
Rowan Wick,64,0,64,0,0,0,0,0,0,0,0,0,0,wickro01
Taylor Widener,14,0,14,0,0,0,0,0,0,0,0,0,0,widenta01
Collin Wiles,4,0,4,0,0,0,0,0,0,0,0,0,0,wilesco01
Devin Williams,65,0,65,0,0,0,0,0,0,0,0,0,0,willide03
Luke Williams,79,36,0,0,1,14,31,0,26,0,0,26,6,willilu01
Trevor Williams,30,9,30,0,0,0,0,0,0,0,0,0,0,willitr01
Bryse Wilson,25,20,25,0,0,0,0,0,0,0,0,0,0,wilsobr02
Justin Wilson,5,0,5,0,0,0,0,0,0,0,0,0,0,wilsoju10
Marcus Wilson,3,1,0,0,0,0,0,0,0,1,2,2,1,wilsoma02
Steven Wilson,50,1,50,0,0,0,0,0,0,0,0,0,0,wilsost02
Josh Winckowski,15,14,15,0,0,0,0,0,0,0,0,0,0,winckjo01
Josh Winder,15,11,15,0,0,0,0,0,0,0,0,0,0,windejo01
Jesse Winker,136,128,0,0,0,0,0,0,118,0,0,118,18,winkeje01
Patrick Wisdom,134,127,0,0,18,0,105,0,5,2,7,14,3,wisdopa01
Matt Wisler,39,5,39,0,0,0,0,0,0,0,0,0,0,wislema01
Bobby Witt,150,148,0,0,0,0,55,98,0,0,0,0,2,wittbo02
Nick Wittgren,29,0,29,0,0,0,0,0,0,0,0,0,0,wittgni01
Tony Wolters,2,1,0,1,0,1,0,0,0,0,0,0,1,wolteto01
Connor Wong,27,17,0,20,0,2,1,0,0,0,0,0,1,wongco01
Kolten Wong,134,115,0,0,0,131,0,1,0,0,0,0,1,wongko01
Alex Wood,26,26,26,0,0,0,0,0,0,0,0,0,0,woodal02
Jake Woodford,27,1,27,0,0,0,0,0,0,0,0,0,0,woodfja01
Brandon Woodruff,27,27,27,0,0,0,0,0,0,0,0,0,0,woodrbr01
Simeon Woods Richardson,1,1,1,0,0,0,0,0,0,0,0,0,0,woodssi01
William Woods,2,0,2,0,0,0,0,0,0,0,0,0,0,woodswi02
Kyle Wright,30,30,30,0,0,0,0,0,0,0,0,0,0,wrighky01
Austin Wynns,66,48,2,57,0,0,0,0,0,0,0,0,5,wynnsau01
Jimmy Yacabonis,14,1,14,0,0,0,0,0,0,0,0,0,0,yacabji01
Miguel Yajure,12,1,12,0,0,0,0,0,0,0,0,0,0,yajurmi01
Ryan Yarbrough,20,9,20,0,0,0,0,0,0,0,0,0,0,yarbrry01
Mike Yastrzemski,148,126,0,0,0,0,0,0,0,93,104,144,1,yastrmi01
Kirby Yates,9,0,9,0,0,0,0,0,0,0,0,0,0,yateski01
Christian Yelich,154,149,0,0,0,0,0,0,115,0,0,115,36,yelicch01
Juan Yepez,76,65,0,0,15,0,6,0,23,0,17,40,19,yepezju01
Huascar Ynoa,2,2,2,0,0,0,0,0,0,0,0,0,0,ynoahu01
Alex Young,25,1,25,0,0,0,0,0,0,0,0,0,0,youngal01
Danny Young,3,0,3,0,0,0,0,0,0,0,0,0,0,youngda02
Jared Young,6,5,0,0,2,0,0,0,0,0,1,1,3,youngja02
Aneurys Zabala,2,0,2,0,0,0,0,0,0,0,0,0,0,zabalan01
Rob Zastryzny,6,0,6,0,0,0,0,0,0,0,0,0,0,zastrro01
Seby Zavala,61,49,0,58,2,0,0,0,0,0,0,0,2,zavalse01
Angel Zerpa,3,2,3,0,0,0,0,0,0,0,0,0,0,zerpaan01
T.J. Zeuch,3,3,3,0,0,0,0,0,0,0,0,0,0,zeuchtj01
Bradley Zimmer,109,28,0,0,0,0,0,0,0,97,2,99,2,zimmebr01
Bruce Zimmermann,15,13,15,0,0,0,0,0,0,0,0,0,0,zimmebr02
Mike Zunino,36,34,0,35,0,0,0,0,0,0,0,0,0,zuninmi01
