Name,WAR,Name-additional
Miguel Cairo,0.7,cairomi01
Alberto Callaspo#,1.6,callaal01
Mike Cameron,0.1,camermi01
Shawn Camp,0.1,campsh01
Robinson Canó*,8.1,canoro01
Jorge Cantu,-1.5,cantujo01
Matt Capps,0.0,cappsma01
Chris Capuano*,-0.2,capuach01
Esmailin Caridad,0.0,carides01
Luke Carlin#,0.3,carlilu01
Jesse Carlson*,,carlsje01
Mike Carp*,-0.1,carpmi01
Chris Carpenter,-0.3,carpech01
Drew Carpenter,0.0,carpean01
Carlos Carrasco,,carraca01
D.J. Carrasco,-0.1,carradj01
Brett Carroll,0.0,carrobr01
Jamey Carroll,2.5,carroja01
Matt Carson,-0.2,carsoma01
Chris Carter*,-0.2,cartech01
Chris Carter,-0.7,cartech02
Kevin Cash,-1.0,cashke01
Andrew Cashner,-0.1,cashnan01
Alexi Casilla#,1.1,casilal01
Santiago Casilla,0.0,garcija01
Bobby Cassevah,0.0,cassebo01
Alberto Castillo*,,castial02
Luis Castillo#,0.3,castilu01
Welington Castillo,0.2,castiwe01
Jason Castro*,-0.3,castrja01
Juan Castro,-1.9,castrju01
Ramon Castro,0.7,castrra01
Starlin Castro,1.6,castrst01
Frank Catalanotto*,-0.4,catalfr01
Brett Cecil,0.0,cecilbr01
Jose Ceda,0.0,cedajo01
Ronny Cedeno,0.5,cedenro02
Francisco Cervelli,0.9,cervefr01
Gustavo Chacin*,0.2,chacigu01
Jhoulys Chacín,-0.4,chacijh01
Joba Chamberlain,0.0,chambjo03
Aroldis Chapman*,0.0,chapmar01
Eric Chavez*,-0.2,chaveer01
Jesse Chavez,0.0,chaveje01
Bruce Chen*,0.1,chenbr01
Matt Chico*,-0.1,chicoma01
Randy Choate*,0.0,choatra01
Shin-Soo Choo*,5.9,choosh01
Ryan Church*,-0.2,churcry01
Pedro Ciriaco,0.2,ciriape01
Steve Cishek,0.0,cishest01
Jeff Clement*,-0.7,clemeje01
Brent Clevlen,0.0,clevlbr01
Tyler Clippard,0.1,clippty01
Robert Coello,,coellro01
Todd Coffey,0.0,coffeto01
Chris Coghlan*,1.1,coghlch01
Phil Coke*,0.0,cokeph01
Casey Coleman*,-0.1,colemca01
Jesus Colome,,colomje01
Roman Colon,,colonro01
Tyler Colvin*,0.9,colvity01
Hank Conger#,-0.1,congeha01
Brooks Conrad#,0.4,conrabr01
José Contreras,0.0,contrjo01
Aaron Cook,-0.2,cookaa01
Alex Cora*,-0.8,coraal01
Chad Cordero,0.0,cordech01
Francisco Cordero,0.0,cordefr01
Lance Cormier,0.0,cormila01
Manny Corpas,0.0,corpama01
Kevin Correia,0.0,correke01
Dan Cortes,,corteda02
Craig Counsell*,1.0,counscr01
Scott Cousins*,0.4,cousisc01
Allen Craig,0.1,craigal01
Jesse Crain,0.0,crainje01
Bobby Cramer*,,cramebo01
Carl Crawford*,7.0,crawfca02
Coco Crisp#,3.4,crispco01
Bobby Crosby,-1.4,crosbbo01
Trevor Crowe#,0.7,crowetr01
Juan Cruz,,cruzju02
Luis Cruz,-0.1,cruzlu01
Nelson Cruz,4.1,cruzne02
Michael Cuddyer,0.3,cuddymi01
Johnny Cueto,-0.3,cuetojo01
Aaron Cunningham,0.1,cunniaa01
Colin Curtis*,-0.4,curtico01
Jack Cust*,2.3,custja01
Casey Daigle,0.0,daiglca01
Matt Daley,0.0,daleyma01
Johnny Damon*,3.0,damonjo01
John Danks*,-0.1,danksjo01
Kyle Davies,0.0,davieky01
Brad Davis,0.4,davisbr03
Chris Davis*,-0.5,davisch02
Doug Davis,-0.2,davisdo02
Ike Davis*,3.3,davisik02
Rajai Davis,1.6,davisra01
Wade Davis,0.0,daviswa01
Alejandro De Aza*,0.1,deazaal01
Jorge De La Rosa*,-0.2,rosajo01
Sam Deduno,0.0,dedunsa01
David DeJesus*,1.9,dejesda01
Enerio Del Rosario,0.0,delroen01
Rob Delaney*,,delanro01
Manny Delcarmen,0.0,delcama01
Sam Demel,0.0,demelsa01
Ryan Dempster,-0.2,dempsry01
Chris Denorfia,2.0,denorch01
Mark DeRosa,-0.7,derosma01
Daniel Descalso*,0.4,descada01
Ian Desmond,1.1,desmoia01
Elmer Dessens,0.0,desseel01
Ross Detwiler,-0.1,detwiro01
Blake DeWitt*,0.4,dewitbl01
Thomas Diamond,-0.1,diamoth01
Argenis Diaz,-0.4,diazar01
Matt Diaz,0.6,diazma02
Chris Dickerson*,0.0,dickech01
R.A. Dickey,0.6,dicker.01
Greg Dobbs*,-1.1,dobbsgr01
Jason Donald,0.6,donalja01
Josh Donaldson,-0.3,donaljo02
Brendan Donnelly,0.0,donnebr01
Octavio Dotel,0.0,doteloc01
Felix Doubront*,,doubrfe01
Ryan Doumit#,0.0,doumiry01
Matt Downs,0.6,downsma01
Scott Downs*,0.0,downssc01
Kyle Drabek,,drabeky01
J.D. Drew*,3.1,drewj.01
Stephen Drew*,4.0,drewst01
Justin Duchscherer,,duchsju01
Lucas Duda*,-0.2,dudalu01
Brian Duensing*,0.0,duensbr01
Zach Duke*,-0.2,dukeza01
Shelley Duncan,1.2,duncash01
Adam Dunn*,2.5,dunnad01
Mike Dunn*,0.1,dunnmi01
Luis Durango#,0.0,duranlu01
Chad Durbin,0.0,durbich01
Jarrod Dyson*,0.8,dysonja01
David Eckstein,1.4,eckstda01
Jim Edmonds*,1.9,edmonji01
Mike Ekstrom,0.0,ekstrmi01
Scott Elbert*,0.0,elbersc01
Brad Eldred,0.0,eldrebr01
A.J. Ellis,0.3,ellisaj01
Mark Ellis,3.4,ellisma01
Jacoby Ellsbury*,-0.1,ellsbja01
John Ely,-0.1,elyjo01
Edwin Encarnación,1.6,encared01
Jesse English*,0.0,englije01
Barry Enright,0.2,enrigba01
Edgmer Escalona,0.0,escaled01
Alcides Escobar,0.5,escobal02
Yunel Escobar,2.3,escobyu01
Danny Espinosa#,0.7,espinda01
Brian Esposito,-0.1,esposbr01
Marco Estrada,0.0,estrama01
Andre Ethier*,1.9,ethiean01
Nick Evans,0.2,evansni01
Terry Evans,0.0,evanste01
Dana Eveland*,0.0,evelada01
Adam Everett,-0.5,everead01
Kyle Farnsworth,0.0,farnsky01
Scott Feldman*,0.0,feldmsc01
Jésus Feliciano*,-0.2,felicje01
Pedro Feliciano*,0.0,felicpe01
Neftalí Feliz,0.0,felizne01
Pedro Feliz,-2.4,felizpe01
Prince Fielder*,1.5,fieldpr01
Josh Fields,0.3,fieldjo02
Casey Fien,,fienca01
Alfredo Figaro,,figaral01
Chone Figgins#,1.2,figgich01
Nelson Figueroa#,0.1,figuene01
Carlos Fisher,-0.1,fisheca01
Doug Fister*,0.0,fistedo01
Randy Flores*,0.0,florera01
Tyler Flowers,0.0,flowety01
Gavin Floyd,0.1,floydga01
Mike Fontenot*,0.0,fontemi01
Darren Ford,0.0,fordda03
Dexter Fowler#,1.7,fowlede01
Jake Fox,-0.1,foxja02
Matt Fox,,foxma01
Jeff Francis*,0.0,francje01
Ben Francisco,0.4,francbe01
Frank Francisco,0.0,francfr01
Juan Francisco*,0.0,francju02
Jeff Francoeur,1.3,francje02
Kevin Frandsen,0.0,frandke01
Ryan Franklin,0.0,frankry01
Jason Frasor,0.0,frasoja01
Jeff Frazier,-0.1,frazije01
Freddie Freeman*,-0.2,freemfr01
David Freese,0.7,freesda01
Luke French*,0.0,frenclu01
Ernesto Frieri,0.0,frierer01
Brian Fuentes*,0.0,fuentbr01
Kosuke Fukudome*,1.2,fukudko01
Jeff Fulchino,0.0,fulchje01
Sam Fuld*,-0.4,fuldsa01
Rafael Furcal#,4.2,furcara02
Armando Gabino,,gabinar01
Armando Galarraga,-0.1,galarar01
Sean Gallagher,-0.1,gallase01
Yovani Gallardo,1.2,gallayo01
Mat Gamel*,-0.1,gamelma01
Freddy Garcia,-0.1,garcifr03
Jaime García*,0.2,garcija02
Brett Gardner*,7.4,gardnbr01
Ryan Garko,-0.8,garkory01
Jon Garland,0.6,garlajo01
Matt Garza,-0.1,garzama01
Chad Gaudin,0.0,gaudich01
Dillon Gee,0.0,geedi01
Craig Gentry,-0.2,gentrcr01
Esteban German,-0.1,germaes01
Justin Germano,,germaju01
Jody Gerut*,-0.1,gerutjo01
Sammy Gervacio,0.0,gervasa01
Chris Getz*,0.3,getzch01
Jason Giambi*,-0.2,giambja01
Jay Gibbons*,-0.5,gibboja01
Cole Gillespie,-0.7,gilleco01
Chris Gimenez,0.1,gimench01
Troy Glaus,0.2,glaustr01
Ross Gload*,0.3,gloadro01
Greg Golson,0.0,golsogr01
Jonny Gomes,-0.9,gomesjo01
Carlos Gómez,0.6,gomezca01
Jeanmar Gómez,,gomezje01
Adrián González*,4.4,gonzaad01
Alberto Gonzalez,0.1,gonzaal03
Alex Gonzalez,5.1,gonzaal02
Carlos González*,5.9,gonzaca01
Enrique Gonzalez,0.0,gonzaen01
Gio Gonzalez,-0.1,gonzagi01
Mike Gonzalez,,gonzami02
Alex Gordon*,-0.5,gordoal01
Tom Gorzelanny,-0.2,gorzeto01
John Grabow*,0.0,grabojo02
Curtis Granderson*,4.4,grandcu01
Jeff Gray,0.0,grayje02
Nick Green,-0.2,greenni01
Sean Green,0.0,greense01
Tyler Greene,0.2,greenty02
Luke Gregerson*,0.0,gregelu01
Kevin Gregg,0.0,greggke01
Zack Greinke,-0.1,greinza01
Ken Griffey Jr.*,-0.8,griffke02
Gabe Gross*,-0.3,grossga01
Mark Grudzielanek,0.2,grudzma01
Vladimir Guerrero,1.8,guerrvl01
Matt Guerrier,0.0,guerrma02
Carlos Guillen#,0.5,guillca01
Jose Guillen,-0.4,guilljo01
Jeremy Guthrie,0.0,guthrje01
Franklin Gutierrez,2.2,gutiefr01
J.C. Gutierrez,0.0,gutieju01
Cristian Guzman#,-0.9,guzmacr01
Tony Gwynn*,2.2,gwynnto02
Charlie Haeger,-0.1,haegech01
Travis Hafner*,2.4,hafnetr01
Jerry Hairston,1.2,hairsje02
Scott Hairston,1.0,hairssc01
Bill Hall,1.8,hallbi03
Roy Halladay,-0.3,hallaro01
Greg Halman,0.1,halmagr01
Cole Hamels*,0.0,hamelco01
Josh Hamilton*,8.7,hamiljo03
Mark Hamilton*,-0.2,hamilma01
Jason Hammel,-0.4,hammeja01
Mike Hampton,0.0,hamptmi01
Ryan Hanigan,2.3,hanigry01
Joel Hanrahan,0.0,hanrajo01
Tommy Hanson,-0.4,hansoto01
J.A. Happ*,-0.3,happja01
Aaron Harang,-0.2,haranaa01
Rich Harden*,0.0,harderi01
J.J. Hardy,1.3,hardyjj01
Dan Haren,1.0,harenda01
Lucas Harrell#,,harrelu01
Brendan Harris,-1.1,harribr01
Willie Harris*,-0.7,harriwi02
Matt Harrison*,0.0,harrima01
Corey Hart,3.9,hartco01
Chris Hatcher#,0.0,hatchch02
LaTroy Hawkins,0.0,hawkila01
Blake Hawksworth,-0.3,hawksbl01
Brad Hawpe*,-0.4,hawpebr01
Brett Hayes,0.0,hayesbr01
Chase Headley#,3.9,headlch01
Aaron Heilman,0.0,heilmaa01
Chris Heisey,1.0,heisech01
Jeremy Hellickson,0.0,hellije01
Wes Helms,-0.9,helmswe01
Todd Helton*,0.2,heltoto01
Mark Hendrickson*,0.0,hendrma01
Clay Hensley,0.0,henslcl01
Jeremy Hermida*,-0.1,hermije01
Anderson Hernandez#,-0.2,hernaan01
David Hernandez,0.0,hernada01
Diory Hernandez,-0.1,hernadi01
Félix Hernández,0.0,hernafe02
Liván Hernández,-0.1,hernali01
Luis Hernandez#,0.5,hernalu01
Ramon Hernandez,1.1,hernara02
Roberto Hernandez,-0.1,carmofa01
David Herndon,0.0,herndda01
Danny Herrera*,0.0,herreda01
Jonathan Herrera#,0.9,herrejo03
Frank Herrmann*,0.0,herrmfr01
Mike Hessman,0.0,hessmmi01
John Hester,-0.5,hestejo01
Jason Heyward*,6.4,heywaja01
Brandon Hicks,0.0,hicksbr01
Aaron Hill,1.0,hillaa01
Koyie Hill#,-0.5,hillko01
Rich Hill*,,hillri01
Shawn Hill,,hillsh01
Steven Hill,0.1,hillst01
Eric Hinske*,0.3,hinsker01
Luke Hochevar,0.0,hochelu01
Trevor Hoffman,0.0,hoffmtr01
Jarrett Hoffpauir,0.2,hoffpja01
Micah Hoffpauir*,-0.5,hoffpmi01
Derek Holland#,,hollade01
Greg Holland,,hollagr01
Matt Holliday,5.9,hollima01
Paul Hoover,-0.2,hoovepa01
James Houser*,,houseja01
Ryan Howard*,1.2,howarry01
Bob Howry*,0.0,howrybo01
Chin-lung Hu,-0.1,huch01
Daniel Hudson,0.0,hudsoda01
Orlando Hudson#,2.9,hudsoor01
Tim Hudson,0.2,hudsoti01
Aubrey Huff*,5.7,huffau01
David Huff#,0.0,huffda01
Chad Huffman,0.0,huffmch01
Dusty Hughes*,0.0,hughedu01
Luke Hughes,0.0,hughelu01
Phil Hughes,0.0,hugheph01
Rhyne Hughes*,-0.1,hugherh01
Philip Humber,,humbeph01
Nick Hundley,-0.1,hundlni01
Tommy Hunter,0.0,hunteto02
Torii Hunter,3.0,hunteto01
Chris Iannetta,-0.2,iannech01
Raul Ibanez*,0.4,ibanera01
Ryota Igarashi,0.0,igarary01
Gregory Infante,,infangr01
Omar Infante,3.1,infanom01
Brandon Inge,2.4,ingebr01
Joe Inglett*,0.8,inglejo01
Travis Ishikawa*,0.0,ishiktr01
Akinori Iwamura*,-2.1,iwamuak01
Cesar Izturis#,0.3,izturce01
Maicer Izturis#,1.4,izturma01
Austin Jackson,5.1,jacksau01
Conor Jackson,0.2,jacksco01
Edwin Jackson,0.1,jacksed01
Steven Jackson,0.0,jacksst01
Mike Jacobs*,0.1,jacobmi02
Chris Jakubauskas*,0.0,jakubch01
Justin James,,jamesju01
Paul Janish,1.1,janispa01
Kenley Jansen#,0.1,janseke01
Casey Janssen,0.0,janssca01
Jason Jaramillo#,-0.7,jaramja01
John Jaso*,2.6,jasojo01
Jon Jay*,0.9,jayjo02
Jeremy Jeffress,0.0,jeffrje01
Bobby Jenks,0.0,jenksbo01
Desmond Jennings,0.0,jennide01
Kevin Jepsen,0.0,jepseke01
Derek Jeter,1.7,jeterde01
Ubaldo Jiménez,-0.2,jimenub01
Waldis Joaquin,0.0,joaquwa01
Chris Johnson,0.3,johnsch05
Dan Johnson*,0.2,johnsda06
Jim Johnson,,johnsji04
Josh Johnson*,-0.4,johnsjo09
Kelly Johnson*,4.3,johnske05
Nick Johnson*,-0.1,johnsni01
Reed Johnson,-0.5,johnsre02
Rob Johnson,-0.2,johnsro07
Adam Jones,2.5,jonesad01
Andruw Jones,1.9,jonesan01
Chipper Jones#,2.4,jonesch06
Garrett Jones*,-0.3,jonesga02
Hunter Jones*,0.0,joneshu01
Matt Joyce*,1.9,joycema01
Jair Jurrjens,0.0,jurrjja01
Kila Ka'aihue*,0.1,kaaihki01
Ryan Kalish*,0.7,kalisry01
Gabe Kapler,-0.4,kaplega01
Jeff Karstens,-0.3,karstje01
Kenshin Kawakami,0.0,kawakke01
Scott Kazmir*,-0.1,kazmisc01
Austin Kearns,0.9,kearnau01
Shawn Kelley,0.0,kellesh01
Don Kelly*,2.1,kellydo01
Matt Kemp,-1.1,kempma01
Jason Kendall,0.5,kendaja01
Howie Kendrick,2.4,kendrho01
Kyle Kendrick,-0.1,kendrky01
Adam Kennedy*,0.6,kennead01
Ian Kennedy,0.5,kenneia01
Jeff Keppinger,0.8,keppije01
Clayton Kershaw*,-0.4,kershcl01
Brad Kilby*,,kilbybr01
Craig Kimbrel,0.0,kimbrcr01
Ian Kinsler,4.0,kinslia01
Brandon Kintzler,0.0,kintzbr01
Michael Kirkman*,,kirkmmi01
Michael Kohn,,kohnmi01
Paul Konerko,4.7,konerpa01
Casey Kotchman*,-0.8,kotchca01
Mark Kotsay*,-0.7,kotsama01
George Kottaras*,0.8,kottage01
Kevin Kouzmanoff,2.3,kouzmke01
Erik Kratz,-0.3,kratzer01
Zach Kroenke,0.0,kroenza01
Jason Kubel*,-0.2,kubelja01
Hung-Chih Kuo*,0.1,kuoho01
Hiroki Kuroda,-0.6,kurodhi01
John Lackey,0.1,lackejo01
Aaron Laffey*,0.0,laffeaa01
Gerald Laird,-0.6,lairdge01
Mike Lamb*,-0.4,lambmi01
Ryan Langerhans*,1.2,langery01
John Lannan*,-0.2,lannajo01
Matt LaPorta,-0.3,laporma01
Jeff Larish*,-0.3,larisje01
Adam LaRoche*,1.1,larocad01
Andy LaRoche,-1.3,larocan01
Jason LaRue,0.1,larueja01
Mat Latos,-0.1,latosma01
Brandon League,0.0,leagubr01
Mike Leake,1.1,leakemi01
Wade LeBlanc*,0.5,leblawa01
Sam LeCure,0.0,lecursa01
Wil Ledezma*,0.0,ledezwi01
Carlos Lee,-2.2,leeca01
Cliff Lee*,0.0,leecl02
Derrek Lee,1.5,leede02
Anthony Lerew*,0.0,lerewan01
Chris Leroux*,0.0,lerouch01
Jon Lester*,0.0,lestejo01
Colby Lewis,0.1,lewisco01
Fred Lewis*,0.2,lewisfr02
Jensen Lewis,0.0,lewisje01
Rommie Lewis*,0.0,lewisro01
Brad Lidge,0.0,lidgebr01
Brent Lillibridge,-0.5,lillibr01
Ted Lilly*,-0.5,lillyte01
Tim Lincecum*,-0.1,linceti01
Brad Lincoln*,0.3,lincobr01
Mike Lincoln,0.0,lincomi01
Adam Lind*,-1.0,lindad01
John Lindsey,-0.2,lindsjo01
Matt Lindstrom,0.0,lindsma01
Scott Linebrink,0.0,linebsc01
Jon Link,0.0,linkjo01
Francisco Liriano*,0.0,liriafr01
Jesse Litsch,0.0,litscje01
Kameron Loe,0.0,loeka01
Boone Logan,0.0,loganbo02
Kyle Lohse,-0.1,lohseky01
James Loney*,0.6,loneyja01
Evan Longoria,8.2,longoev01
Felipe Lopez#,0.6,lopezfe01
Javier López*,0.0,lopezja02
Jose Lopez,0.8,lopezjo01
Rodrigo Lopez,-0.6,lopezro02
Wilton Lopez,0.0,lopezwi01
Derek Lowe,0.3,lowede01
Mark Lowe*,,lowema01
Mike Lowell,-0.1,lowelmi01
Jed Lowrie#,1.6,lowrije01
Jonathan Lucroy,0.5,lucrojo01
Donny Lucy,0.2,lucydo01
Ryan Ludwick,1.9,ludwiry01
Cory Luebke,-0.1,luebkco01
Julio Lugo,-0.8,lugoju01
Hector Luna,-0.5,lunahe01
Brandon Lyon,0.0,lyonbr01
Mike MacDougal#,0.0,macdomi01
Evan MacLane*,0.0,maclaev01
Ryan Madson*,0.0,madsory01
Ron Mahay*,0.0,mahayro01
Paul Maholm*,-0.3,maholpa01
Mitch Maier*,0.8,maiermi01
John Maine,-0.2,mainejo01
Scott Maine*,0.0,mainesc01
Gary Majewski,0.0,majewga01
Carlos Maldonado,0.3,maldoca03
Matt Maloney*,0.1,malonma02
Matt Mangini*,-0.2,mangima01
Jeff Manship,0.0,manshje01
Robert Manuel,,manuero01
Tommy Manzella,-1.3,manzeto01
Shaun Marcum,0.1,marcush01
Jhan Mariñez,0.0,marinjh01
Nick Markakis*,2.3,markani01
Carlos Marmol,0.0,marmoca01
Jeff Marquez,,marquje01
Jason Marquis*,-0.1,marquja01
Sean Marshall*,-0.1,marshse01
Lou Marson,0.4,marsolo01
Andy Marte,0.5,martean01
Damaso Marte*,0.0,marteda01
Victor Marte,0.0,martevi01
J.D. Martin,0.0,martijd01
Russell Martin,1.9,martiru01
Cristhian Martinez,0.0,marticr01
Fernando Martinez*,-0.2,martife02
Joe Martinez*,0.0,martijo07
Osvaldo Martínez,0.2,martios01
Victor Martinez#,3.6,martivi01
Nick Masset,0.0,masseni01
Justin Masterson,0.0,masteju01
Frank Mata,0.0,matafr01
Marcos Mateo,0.0,mateoma01
Joe Mather,-0.4,mathejo02
Scott Mathieson,0.0,mathisc01
Doug Mathis,,mathido01
Jeff Mathis,0.0,mathije01
Hideki Matsui*,1.7,matsuhi01
Kazuo Matsui#,-0.8,matsuka01
Daisuke Matsuzaka,0.1,matsuda01
Gary Matthews#,-0.6,matthga02
Brian Matusz*,0.0,matusbr01
Joe Mauer*,5.9,mauerjo01
Justin Maxwell,0.2,maxweju01
Lucas May,-0.5,maylu01
Yunesky Maya,0.0,mayayu01
John Mayberry,0.2,maybejo02
Cameron Maybin,1.2,maybica01
Vin Mazzaro,-0.1,mazzavi01
Paul McAnulty*,-0.2,mcanupa01
Brian McCann*,3.6,mccanbr01
Kyle McClellan,0.0,mccleky01
Mike McClendon,0.1,mcclemi01
Mike McCoy,0.0,mccoymi01
Andrew McCutchen,3.8,mccutan01
Daniel McCutchen,-0.1,mccutda01
Darnell McDonald,1.1,mcdonda02
James McDonald*,-0.1,mcdonja03
John McDonald,1.1,mcdonjo03
Jake McGee*,,mcgeeja01
Casey McGehee,1.6,mcgehca01
Michael McKenry,-0.2,mckenmi01
Nate McLouth*,-2.7,mclouna01
Gil Meche,,mechegi01
Brandon Medders,0.0,meddebr01
Kris Medlen#,0.3,medlekr01
Evan Meek,0.1,meekev01
Jenrry Mejia,0.1,mejiaje01
Mark Melancon,0.0,melanma01
Kevin Mench,-0.4,menchke01
Adalberto Mendez,0.1,mendead01
Luis Mendoza,,mendolu01
Cla Meredith,0.0,meredcl01
Dan Meyer,0.0,meyerda02
Jason Michaels,0.9,michaja01
Kam Mickolio,,mickoka01
Jose Mijares*,0.0,mijarjo01
Aaron Miles#,0.0,milesaa01
Lastings Milledge,0.5,millela02
Andrew Miller*,-0.1,millean01
Corky Miller,0.0,milleco01
Jai Miller,-0.2,milleja04
